   9.9999999999999991e-06	   3.9449850215497845e-27
   1.0194061408051512e-05	   3.5153953356410738e-27
   1.0391888799112494e-05	   3.1325893478436878e-27
   1.0593555256379544e-05	   2.7914719061461805e-27
   1.0799135281311972e-05	   2.4875027839588252e-27
   1.1008704821154987e-05	   2.2166362404264680e-27
   1.1222341296996644e-05	   1.9752671636328929e-27
   1.1440123632369623e-05	   1.7601830797011650e-27
   1.1662132282407700e-05	   1.5685213888905912e-27
   1.1888449263568403e-05	   1.3977312593771784e-27
   1.2119158183932082e-05	   1.2455396714148106e-27
   1.2354344274089367e-05	   1.1099211598275758e-27
   1.2594094418627632e-05	   9.8907085202144428e-28
   1.2838497188228887e-05	   8.8138044257597509e-28
   1.3087642872390193e-05	   7.8541678457270303e-28
   1.3341623512779303e-05	   6.9990281265284431e-28
   1.3600532937237613e-05	   6.2370054383988366e-28
   1.3864466794442712e-05	   5.5579592982379412e-28
   1.4133522589244009e-05	   4.9528535905187047e-28
   1.4407799718683634e-05	   4.4136362893538605e-28
   1.4687399508716824e-05	   3.9331322805234389e-28
   1.4972425251644460e-05	   3.5049478566685673e-28
   1.5262982244272471e-05	   3.1233856142560281e-28
   1.5559177826811312e-05	   2.7833686193983678e-28
   1.5861121422530799e-05	   2.4803728330054846e-28
   1.6168924578183998e-05	   2.2103668957005124e-28
   1.6482701005216103e-05	   1.9697584709087967e-28
   1.6802566621772498e-05	   1.7553464318375135e-28
   1.7128639595522547e-05	   1.5642782558589961e-28
   1.7461040387313944e-05	   1.3940120591363648e-28
   1.7799891795674552e-05	   1.2422827661019920e-28
   1.8145319002177867e-05	   1.1070719634452173e-28
   1.8497449617688478e-05	   9.8658103731533933e-29
   1.8856413729505527e-05	   8.7920723615267773e-29
   1.9222343949420459e-05	   7.8352234050819217e-29
   1.9595375462707957e-05	   6.9825365591616756e-29
   1.9975646078067027e-05	   6.2226707581010128e-29
   2.0363296278531861e-05	   5.5455198902795884e-29
   2.0758469273370017e-05	   4.9420783100880700e-29
   2.1161311050988439e-05	   4.4043209966310126e-29
   2.1571970432865523e-05	   3.9250967639699147e-29
   2.1990599128530219e-05	   3.4980331014462878e-29
   2.2417351791608111e-05	   3.1174513774436733e-29
   2.2852386076954617e-05	   2.7782912779024003e-29
   2.3295862698897677e-05	   2.4760434738283167e-29
   2.3747945490609902e-05	   2.2066896215799586e-29
   2.4208801464633730e-05	   1.9666488973255753e-29
   2.4678600874580313e-05	   1.7527303540424743e-29
   2.5157517278026541e-05	   1.5620904669342493e-29
   2.5645727600631894e-05	   1.3921953022070652e-29
   2.6143412201500306e-05	   1.2407868056863489e-29
   2.6650754939809672e-05	   1.1058527625954704e-29
   2.7167943242735196e-05	   9.8560002868299395e-30
   2.7695168174690013e-05	   8.7843067643010656e-30
   2.8232624507910385e-05	   7.8292073887027408e-30
   2.8780510794409854e-05	   6.9780126812943909e-30
   2.9339029439330285e-05	   6.2194145660408417e-30
   2.9908386775716400e-05	   5.5433359614899151e-30
   3.0488793140740812e-05	   4.9407967511048536e-30
   3.1080462953409150e-05	   4.4037943484025672e-30
   3.1683614793772228e-05	   3.9251972675060211e-30
   3.2298471483676341e-05	   3.4986502828117120e-30
   3.2925260169079654e-05	   3.1184899157214484e-30
   3.3564212403967047e-05	   2.7796691238299351e-30
   3.4215564235892360e-05	   2.4776901904389383e-30
   3.4879556293181783e-05	   2.2085449214033596e-30
   3.5556433873828463e-05	   1.9686613535682047e-30
   3.6246447036112946e-05	   1.7548562657129060e-30
   3.6949850690982129e-05	   1.5642928601423508e-30
   3.7666904696220636e-05	   1.3944430518749794e-30
   3.8397873952449708e-05	   1.2430538636954111e-30
   3.9143028500989303e-05	   1.1081174799785465e-30
   3.9902643623619548e-05	   9.8784456088086434e-31
   4.0676999944277189e-05	   8.8064046188092096e-31
   4.1466383532726959e-05	   7.8508404231165550e-31
   4.2271086010243370e-05	   6.9990878097863214e-31
   4.3091404657344808e-05	   6.2398594765637670e-31
   4.3927642523616894e-05	   5.5630960661129159e-31
   4.4780108539668547e-05	   4.9598325267545973e-31
   4.5649117631259208e-05	   4.4220790211799811e-31
   4.6534990835642333e-05	   3.9427147991631997e-31
   4.7438055420165224e-05	   3.5153936227842443e-31
   4.8358645003171411e-05	   3.1344594863685322e-31
   4.9297099677249276e-05	   2.7948715103133928e-31
   5.0253766134871440e-05	   2.4921370100174258e-31
   5.1228997796473888e-05	   2.2222518498827615e-31
   5.2223154941018929e-05	   1.9816472892748333e-31
   5.3236604839093567e-05	   1.7671426136805517e-31
   5.4269721888589092e-05	   1.5759029212624312e-31
   5.5322887753015444e-05	   1.4054015035789832e-31
   5.6396491502497915e-05	   1.2533863203503803e-31
   5.7490929757511900e-05	   1.1178501225999860e-31
   5.8606606835405230e-05	   9.9700382702703338e-32
   5.9743934899765114e-05	   8.8925278770435521e-32
   6.0903334112683608e-05	   7.9317564972701776e-32
   6.2085232789977507e-05	   7.0750550377314800e-32
   6.3290067559420405e-05	   6.3111309113506617e-32
   6.4518283522045910e-05	   5.6299183604419172e-32
   6.5770334416581384e-05	   5.0224450640977628e-32
   6.7046682787071302e-05	   4.4807132574253354e-32
   6.8347800153755511e-05	   3.9975937832764325e-32
   6.9674167187261482e-05	   3.5667316690481696e-32
   7.1026273886179111e-05	   3.1824619743370442e-32
   7.2404619758079390e-05	   2.8397347917607284e-32
   7.3809714004048103e-05	   2.5340484049225193e-32
   7.5242075706798438e-05	   2.2613897159134775e-32
   7.6702234022436411e-05	   2.0181811513588029e-32
   7.8190728375945450e-05	   1.8012333421123752e-32
   7.9708108660466208e-05	   1.6077029490529117e-32
   8.1254935440443508e-05	   1.4350536328378595e-32
   8.2831780158714046e-05	   1.2810262413387982e-32
   8.4439225347615374e-05	   1.1436097896718669e-32
   8.6077864844188908e-05	   1.0210040335566945e-32
   8.7748304009562005e-05	   9.1160645039767120e-33
